id;da;setor;log;atual;rua;bairro;CEP;pgguia;ubs;ruagoogle;latitude;longitude;name;AREA_KM2;CODL;ruas;ruagooglecrua;color;source;precision;PrimeiroDeInicio;ÚltimoDeFim;Inicio;Fim;LADO
2338;84;;TRAVESSA;NAO;FANTASIA DO LAGO (INICIO A 38)   ;VILA MAZZEI;02309-110;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Fantasia Do Lago , 38 - Vila Mazzei , São Paulo - SP, 02309-110;2,93;767778;Tv Fantasia do Lago;Travessa Fantasia Do Lago , 38 - Vila Mazzei , São Paulo - SP, 02309-110;;Google;OVER_QUERY_LIMIT;;;;38
2339;84;;TRAVESSA;NAO;FANTASIA ORIENTAL  (INICIO A 97)   ;VILA MAZZEI;02310-070;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Fantasia Oriental , 97 - Vila Mazzei , São Paulo - SP, 02310-070;2,93;795011;Tv Fantasia Oriental;Travessa Fantasia Oriental , 97 - Vila Mazzei , São Paulo - SP, 02310-070;;Google;OVER_QUERY_LIMIT;;;;97
2340;71;;TRAVESSA;NAO;FAUSTINA (DE 87 A 196)   ;VILA ESTER;02452-040;;UBS CHORA MENINO;-;0;0;Travessa Faustina , 196 - Vila Ester , São Paulo - SP, 02452-040;4,28;69078;Tv Faustina;Travessa Faustina , 196 - Vila Ester , São Paulo - SP, 02452-040;;Google;OVER_QUERY_LIMIT;87;196;87;196
2341;84;;TRAVESSA;NAO;FAUSTINA BORDONI (INICIO A 44)   ;VILA NOVA MAZZEI;02306-050;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Faustina Bordoni , 44 - Vila Nova Mazzei , São Paulo - SP, 02306-050;2,93;374318;Tv Faustina Bordoni;Travessa Faustina Bordoni , 44 - Vila Nova Mazzei , São Paulo - SP, 02306-050;;Google;OVER_QUERY_LIMIT;;;;44
2342;51;;TRAVESSA;NAO;FAUSTO TOLEDO  (INICIO A 166)  ;VILA ROMERO;02469-002;;UBS LAUZANE PAULISTA;-;0;0;Travessa Fausto Toledo , 166 - Vila Romero , São Paulo - SP, 02469-002;3,45;421383;Tv Fausto Toledo;Travessa Fausto Toledo , 166 - Vila Romero , São Paulo - SP, 02469-002;;Google;OVER_QUERY_LIMIT;;;;166
2343;84;;TRAVESSA;NAO;FELICE BONAVENTURA (INICIO A 85)   ;VILA MAZZEI;02311-200;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Felice Bonaventura , 85 - Vila Mazzei , São Paulo - SP, 02311-200;2,93;277193;Tv Felice Bonaventura;Travessa Felice Bonaventura , 85 - Vila Mazzei , São Paulo - SP, 02311-200;;Google;OVER_QUERY_LIMIT;;;;85
2344;71;;TRAVESSA;NAO;FERDINANDO ANTONIO MARTINI (INICIO A 56)   ;SANTA TERESINHA;02450-045;;UBS CHORA MENINO;-;0;0;Travessa Ferdinando Antonio Martini , 56 - Santa Teresinha , São Paulo - SP, 02450-045;4,28;443263;Tv Ferdinando Antonio Martini;Travessa Ferdinando Antonio Martini , 56 - Santa Teresinha , São Paulo - SP, 02450-045;;Google;OVER_QUERY_LIMIT;;;;56
2345;71;;TRAVESSA;NAO;FERNANDO ALDANA  (INICIO A 57)   ;CHORA MENINO;02462-130;;UBS CHORA MENINO;-;0;0;Travessa Fernando Aldana , 57 - Chora Menino , São Paulo - SP, 02462-130;4,28;435031;Tv Fernando Aldana;Travessa Fernando Aldana , 57 - Chora Menino , São Paulo - SP, 02462-130;;Google;OVER_QUERY_LIMIT;;;;57
2346;71;;TRAVESSA;NAO;FERNANDO PUCCETTI  (INICIO A 99)   ;SANTANA;02013-090;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Travessa Fernando Puccetti , 99 - Santana , São Paulo - SP, 02013-090;8,83;442950;Tv Fernando Puccetti;Travessa Fernando Puccetti , 99 - Santana , São Paulo - SP, 02013-090;;Google;OVER_QUERY_LIMIT;;;;99
2347;84;;TRAVESSA;NAO;FIALHO D'ALMEIDA (INICIO A 35)   ;TUCURUVI;02208-230;;UBS VL NIVI;-;0;0;Travessa Fialho D'almeida , 35 - Tucuruvi , São Paulo - SP, 02208-230;2,93;441635;Tv Fialho d'Almeida;Travessa Fialho D'almeida , 35 - Tucuruvi , São Paulo - SP, 02208-230;;Google;OVER_QUERY_LIMIT;;;;35
2348;51;;TRAVESSA;NAO;FLAVIO JANUARIO BENGUELA (INICIO A 42)   ;VILA MAZZEI;02409-063;;UBS DR DOMINGOS MAZZONETO DE CILO - VL AURORA;-;0;0;Travessa Flavio Januario Benguela , 42 - Vila Mazzei , São Paulo - SP, 02409-063;1,62;465534;Tv Flavio Januario Benguela;Travessa Flavio Januario Benguela , 42 - Vila Mazzei , São Paulo - SP, 02409-063;;Google;OVER_QUERY_LIMIT;;;;42
2349;84;;TRAVESSA;NAO;FLORIPES (INICIO A 37)   ;VILA NIVI;02254-070;;UBS VL NIVI;-;0;0;Travessa Floripes , 37 - Vila Nivi , São Paulo - SP, 02254-070;2,93;432350;Tv Floripes;Travessa Floripes , 37 - Vila Nivi , São Paulo - SP, 02254-070;;Google;OVER_QUERY_LIMIT;;;;37
2350;84;;TRAVESSA;NAO;FORTE SAO MARCELO  (INICIO A 41)   ;VILA GUSTAVO;02250-090;;UBS VL NIVI;-;0;0;Travessa Forte Sao Marcelo , 41 - Vila Gustavo , São Paulo - SP, 02250-090;2,93;446653;Tv Forte Sao Marcelo;Travessa Forte Sao Marcelo , 41 - Vila Gustavo , São Paulo - SP, 02250-090;;Google;OVER_QUERY_LIMIT;;;;41
2351;84;;TRAVESSA;NAO;FR. ANDRE LEON (INICIO A 114)  ;PARADA INGLESA;02245-100;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Fr. Andre Leon , 114 - Parada Inglesa , São Paulo - SP, 02245-100;2,93;688355;Tv Fr. Andre Leon;Travessa Fr. Andre Leon , 114 - Parada Inglesa , São Paulo - SP, 02245-100;;Google;OVER_QUERY_LIMIT;;;;114
2352;51;;TRAVESSA;NAO;FRANCISCO GABONI (INICIO A 64)   ;LAUZANE PAULISTA;02441-220;;UBS LAUZANE PAULISTA;-;0;0;Travessa Francisco Gaboni , 64 - Lauzane Paulista , São Paulo - SP, 02441-220;3,45;279099;Tv Francisco Gaboni;Travessa Francisco Gaboni , 64 - Lauzane Paulista , São Paulo - SP, 02441-220;;Google;OVER_QUERY_LIMIT;;;;64
2353;51;;TRAVESSA;NAO;FRANCISCO ITURRI (INICIO A 33)   ;TREMEMBE;02376-110;;UBS HORTO FLORESTAL;-;0;0;Travessa Francisco Iturri , 33 - Tremembe , São Paulo - SP, 02376-110;8,15;394890;Tv Francisco Iturri;Travessa Francisco Iturri , 33 - Tremembe , São Paulo - SP, 02376-110;;Google;OVER_QUERY_LIMIT;;;;33
2354;71;;TRAVESSA;NAO;FRANCISCO MARIA MORAES PARRA (INICIO A 32)   ;JARDIM SAO PAULO;02043-005;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Travessa Francisco Maria Moraes Parra , 32 - Jardim Sao Paulo , São Paulo - SP, 02043-005;8,83;732958;Tv Francisco Maria Moraes Parra;Travessa Francisco Maria Moraes Parra , 32 - Jardim Sao Paulo , São Paulo - SP, 02043-005;;Google;OVER_QUERY_LIMIT;;;;32
2355;84;;TRAVESSA;NAO;FRANCISCO PARIS  (INICIO A 131)  ;VILA NIVI;02255-160;;UBS VL NIVI;-;0;0;Travessa Francisco Paris , 131 - Vila Nivi , São Paulo - SP, 02255-160;2,93;423122;Tv Francisco Paris;Travessa Francisco Paris , 131 - Vila Nivi , São Paulo - SP, 02255-160;;Google;OVER_QUERY_LIMIT;;;;131
2356;84;;TRAVESSA;NAO;FRANCISCO SEGALA (INICIO A 71)   ;VILA GUSTAVO;02248-110;;UBS VL NIVI;-;0;0;Travessa Francisco Segala , 71 - Vila Gustavo , São Paulo - SP, 02248-110;2,93;55603;Tv Francisco Segala;Travessa Francisco Segala , 71 - Vila Gustavo , São Paulo - SP, 02248-110;;Google;OVER_QUERY_LIMIT;;;;71
2357;84;;TRAVESSA;NAO;FRANCISCO ZANELA (INICIO A 218)  ;VILA CONSTANCIA;02256-150;;UBS VL NIVI;-;0;0;Travessa Francisco Zanela , 218 - Vila Constancia , São Paulo - SP, 02256-150;2,93;990601;Tv Francisco Zanela;Travessa Francisco Zanela , 218 - Vila Constancia , São Paulo - SP, 02256-150;;Google;OVER_QUERY_LIMIT;;;;218
2358;51;;TRAVESSA;NAO;GAROPITIBA (INICIO A 53)   ;IMIRIM;02413-002;;UBS LAUZANE PAULISTA;-;0;0;Travessa Garopitiba , 53 - Imirim , São Paulo - SP, 02413-002;3,45;685690;Tv Garopitiba;Travessa Garopitiba , 53 - Imirim , São Paulo - SP, 02413-002;;Google;OVER_QUERY_LIMIT;;;;53
2359;51;;TRAVESSA;NAO;GAVIAO (INICIO A 73)   ;IMIRIM;02469-004;;UBS LAUZANE PAULISTA;-;0;0;Travessa Gaviao , 73 - Imirim , São Paulo - SP, 02469-004;3,45;688592;Tv Gaviao;Travessa Gaviao , 73 - Imirim , São Paulo - SP, 02469-004;;Google;OVER_QUERY_LIMIT;;;;73
2360;51;;TRAVESSA;NAO;GENEVE (INICIO A 72)   ;LAUZANE PAULISTA;02440-080;;UBS LAUZANE PAULISTA;-;0;0;Travessa Geneve , 72 - Lauzane Paulista , São Paulo - SP, 02440-080;3,45;78620;Tv Geneve;Travessa Geneve , 72 - Lauzane Paulista , São Paulo - SP, 02440-080;;Google;OVER_QUERY_LIMIT;;;;72
2361;84;;TRAVESSA;NAO;GENIVALDO TOLEDO LOPES (INICIO A 42)   ;PARADA INGLESA;02247-050;;UBS VL NIVI;-;0;0;Travessa Genivaldo Toledo Lopes , 42 - Parada Inglesa , São Paulo - SP, 02247-050;2,93;434663;Tv Genivaldo Toledo Lopes;Travessa Genivaldo Toledo Lopes , 42 - Parada Inglesa , São Paulo - SP, 02247-050;;Google;OVER_QUERY_LIMIT;;;;42
2362;84;;TRAVESSA;NAO;GERALDO SANCHES LOPES  (INICIO A 91)   ;PARQUE CASA DE PEDRA;02351-140;;UBS CJ DO IPESP;-;0;0;Travessa Geraldo Sanches Lopes , 91 - Parque Casa De Pedra , São Paulo - SP, 02351-140;3,58;795062;Tv Geraldo Sanches Lopes;Travessa Geraldo Sanches Lopes , 91 - Parque Casa De Pedra , São Paulo - SP, 02351-140;;Google;OVER_QUERY_LIMIT;;;;91
2363;51;;TRAVESSA;NAO;GIACOMO MACARI (INICIO A 124)  ;VILA AMALIA;02630-030;;UBS HORTO FLORESTAL;-;0;0;Travessa Giacomo Macari , 124 - Vila Amalia , São Paulo - SP, 02630-030;8,15;773174;Tv Giacomo Macari;Travessa Giacomo Macari , 124 - Vila Amalia , São Paulo - SP, 02630-030;;Google;OVER_QUERY_LIMIT;;;;124
2365;84;;TRAVESSA;NAO;GUILHERMINA SALVIONI (INICIO A 53)   ;PARADA INGLESA;02247-180;;UBS VL NIVI;-;0;0;Travessa Guilhermina Salvioni , 53 - Parada Inglesa , São Paulo - SP, 02247-180;2,93;726354;Tv Guilhermina Salvioni;Travessa Guilhermina Salvioni , 53 - Parada Inglesa , São Paulo - SP, 02247-180;;Google;OVER_QUERY_LIMIT;;;;53
2366;51;;TRAVESSA;NAO;GUIMARAES  (INICIO A 37)   ;VILA ROMERO;02469-037;;UBS LAUZANE PAULISTA;-;0;0;Travessa Guimaraes , 37 - Vila Romero , São Paulo - SP, 02469-037;3,45;200310;Tv Guimaraes;Travessa Guimaraes , 37 - Vila Romero , São Paulo - SP, 02469-037;;Google;OVER_QUERY_LIMIT;;;;37
2367;84;;TRAVESSA;NAO;GYLSON RODRIGUES VIDIGAL (INICIO A 70)   ;VILA CACHOEIRA;02311-000;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Gylson Rodrigues Vidigal , 70 - Vila Cachoeira , São Paulo - SP, 02311-000;2,93;433098;Tv Gylson Rodrigues Vidigal;Travessa Gylson Rodrigues Vidigal , 70 - Vila Cachoeira , São Paulo - SP, 02311-000;;Google;OVER_QUERY_LIMIT;;;;70
2368;84;;TRAVESSA;NAO;HELGA  (INICIO A 99)   ;;02208-070;;UBS VL NIVI;-;0;0;Travessa Helga , 99 - São Paulo - SP, 02208-070;2,93;63134;Tv Helga;Travessa Helga , 99 - São Paulo - SP, 02208-070;;Google;OVER_QUERY_LIMIT;;;;99
2369;71;;TRAVESSA;NAO;HELIODORA  (INICIO A 110)  ;SANTANA;02022-051;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Travessa Heliodora , 110 - Santana , São Paulo - SP, 02022-051;8,83;274151;Tv Heliodora;Travessa Heliodora , 110 - Santana , São Paulo - SP, 02022-051;;Google;OVER_QUERY_LIMIT;;;;110
2370;51;;TRAVESSA;NAO;HENRI PETRI  (INICIO A 42)   ;VILA ROMERO;02469-155;;UBS LAUZANE PAULISTA;-;0;0;Travessa Henri Petri , 42 - Vila Romero , São Paulo - SP, 02469-155;3,45;717061;Tv Henri Petri;Travessa Henri Petri , 42 - Vila Romero , São Paulo - SP, 02469-155;;Google;OVER_QUERY_LIMIT;;;;42
2371;51;;TRAVESSA;NAO;HERMANN GERHARD RUDIGER  (INICIO A 93)   ;JARDIM CARLU;02415-110;;UBS HORTO FLORESTAL;-;0;0;Travessa Hermann Gerhard Rudiger , 93 - Jardim Carlu , São Paulo - SP, 02415-110;8,15;725765;Tv Hermann Gerhard Rudiger;Travessa Hermann Gerhard Rudiger , 93 - Jardim Carlu , São Paulo - SP, 02415-110;;Google;OVER_QUERY_LIMIT;;;;93
2372;84;;TRAVESSA;NAO;IBIAI  (INICIO A 82)   ;;02311-290;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Ibiai , 82 - São Paulo - SP, 02311-290;2,93;277266;Tv Ibiai;Travessa Ibiai , 82 - São Paulo - SP, 02311-290;;Google;OVER_QUERY_LIMIT;;;;82
2373;84;;TRAVESSA;NAO;IMPRESSOES DO CREPUSCULO (INICIO A 100)  ;VILA MAZZEI;02308-200;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Impressoes Do Crepusculo , 100 - Vila Mazzei , São Paulo - SP, 02308-200;2,93;277258;Tv Impressoes do Crepusculo;Travessa Impressoes Do Crepusculo , 100 - Vila Mazzei , São Paulo - SP, 02308-200;;Google;OVER_QUERY_LIMIT;;;;100
2374;84;;TRAVESSA;NAO;ISABEL CRISTINA  (INICIO A 48)   ;VILA MAZZEI;02309-090;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Isabel Cristina , 48 - Vila Mazzei , São Paulo - SP, 02309-090;2,93;300527;Tv Isabel Cristina;Travessa Isabel Cristina , 48 - Vila Mazzei , São Paulo - SP, 02309-090;;Google;OVER_QUERY_LIMIT;;;;48
2375;84;;TRAVESSA;NAO;ISADORA  (INICIO A 47)   ;VILA NIVI;02254-090;;UBS VL NIVI;-;0;0;Travessa Isadora , 47 - Vila Nivi , São Paulo - SP, 02254-090;2,93;433250;Tv Isadora;Travessa Isadora , 47 - Vila Nivi , São Paulo - SP, 02254-090;;Google;OVER_QUERY_LIMIT;;;;47
2376;51;;TRAVESSA;NAO;ISAURA MANNI (INICIO A 59)   ;TREMEMBE;02376-140;;UBS HORTO FLORESTAL;-;0;0;Travessa Isaura Manni , 59 - Tremembe , São Paulo - SP, 02376-140;8,15;282162;Tv Isaura Manni;Travessa Isaura Manni , 59 - Tremembe , São Paulo - SP, 02376-140;;Google;OVER_QUERY_LIMIT;;;;59
2377;51;;TRAVESSA;NAO;ITA  (INICIO A 821)  ;VILA SANTOS;02636-031;;UBS HORTO FLORESTAL;-;0;0;Travessa Ita , 821 - Vila Santos , São Paulo - SP, 02636-031;8,15;94153;Tv Ita;Travessa Ita , 821 - Vila Santos , São Paulo - SP, 02636-031;;Google;OVER_QUERY_LIMIT;;;;821
2378;84;;TRAVESSA;NAO;JACOB  (INICIO A 131)  ;VILA NOVA MAZZEI;02313-120;;UBS CJ DO IPESP;-;0;0;Travessa Jacob , 131 - Vila Nova Mazzei , São Paulo - SP, 02313-120;3,58;428434;Tv Jacob;Travessa Jacob , 131 - Vila Nova Mazzei , São Paulo - SP, 02313-120;;Google;OVER_QUERY_LIMIT;;;;131
2379;84;;TRAVESSA;NAO;JAN BELLA  (INICIO A 65)   ;VILA DOM PEDRO II;02241-180;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Jan Bella , 65 - Vila Dom Pedro Ii , São Paulo - SP, 02241-180;2,93;16438;Tv Jan Bella;Travessa Jan Bella , 65 - Vila Dom Pedro Ii , São Paulo - SP, 02241-180;;Google;OVER_QUERY_LIMIT;;;;65
2380;71;;TRAVESSA;NAO;JARAUCU  (INICIO A 46)   ;CHORA MENINO;02462-005;;UBS CHORA MENINO;-;0;0;Travessa Jaraucu , 46 - Chora Menino , São Paulo - SP, 02462-005;4,28;756806;Tv Jaraucu;Travessa Jaraucu , 46 - Chora Menino , São Paulo - SP, 02462-005;;Google;OVER_QUERY_LIMIT;;;;46
2381;51;;TRAVESSA;NAO;JESUS MARIA SUAREZ (INICIO A 118)  ;JARDIM ORMENDINA;02422-022;;UBS DR DOMINGOS MAZZONETO DE CILO - VL AURORA;-;0;0;Travessa Jesus Maria Suarez , 118 - Jardim Ormendina , São Paulo - SP, 02422-022;1,62;110876;Tv Jesus Maria Suarez;Travessa Jesus Maria Suarez , 118 - Jardim Ormendina , São Paulo - SP, 02422-022;;Google;OVER_QUERY_LIMIT;;;;118
2382;84;;TRAVESSA;NAO;JOAO AUGUSTO MONTEIRO  (INICIO A 45)   ;PARADA INGLESA;02247-060;;UBS VL NIVI;-;0;0;Travessa Joao Augusto Monteiro , 45 - Parada Inglesa , São Paulo - SP, 02247-060;2,93;434655;Tv Joao Augusto Monteiro;Travessa Joao Augusto Monteiro , 45 - Parada Inglesa , São Paulo - SP, 02247-060;;Google;OVER_QUERY_LIMIT;;;;45
2383;71;;TRAVESSA;NAO;JOAO FRANCISCO (INICIO A 41)   ;VILA PAULICEIA;02301-075;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Travessa Joao Francisco , 41 - Vila Pauliceia , São Paulo - SP, 02301-075;8,83;441996;Tv Joao Francisco;Travessa Joao Francisco , 41 - Vila Pauliceia , São Paulo - SP, 02301-075;;Google;OVER_QUERY_LIMIT;;;;41
2384;84;;TRAVESSA;NAO;JOAO PIGNATARO (INICIO A 46)   ;VILA MAZZEI;02311-180;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Joao Pignataro , 46 - Vila Mazzei , São Paulo - SP, 02311-180;2,93;434345;Tv Joao Pignataro;Travessa Joao Pignataro , 46 - Vila Mazzei , São Paulo - SP, 02311-180;;Google;OVER_QUERY_LIMIT;;;;46
2385;84;;TRAVESSA;NAO;JOSE ALENCAR HORTA (INICIO A 77)   ;VILA MAZZEI;02311-220;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Jose Alencar Horta , 77 - Vila Mazzei , São Paulo - SP, 02311-220;2,93;277223;Tv Jose Alencar Horta;Travessa Jose Alencar Horta , 77 - Vila Mazzei , São Paulo - SP, 02311-220;;Google;OVER_QUERY_LIMIT;;;;77
2386;51;;TRAVESSA;NAO;JOSE ANDRADE (INICIO A 90)   ;;00000-000;;UBS HORTO FLORESTAL;-;0;0;Travessa Jose Andrade , 90 - São Paulo - SP;8,15;107689;Tv Jose Andrade;Travessa Jose Andrade , 90 - São Paulo - SP;;Google;OVER_QUERY_LIMIT;;;;90
2387;84;;TRAVESSA;NAO;JOSE ANTONIO DE LIMA JUNIOR  (INICIO A 50)   ;VILA GUSTAVO;02250-070;;UBS VL NIVI;-;0;0;Travessa Jose Antonio De Lima Junior , 50 - Vila Gustavo , São Paulo - SP, 02250-070;2,93;238678;Tv Jose Antonio de Lima Junior;Travessa Jose Antonio De Lima Junior , 50 - Vila Gustavo , São Paulo - SP, 02250-070;;Google;OVER_QUERY_LIMIT;;;;50
2388;84;;TRAVESSA;NAO;JOSE BARBETTI  (INICIO A 127)  ;VILA MAZZEI;02308-170;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Jose Barbetti , 127 - Vila Mazzei , São Paulo - SP, 02308-170;2,93;145050;Tv Jose Barbetti;Travessa Jose Barbetti , 127 - Vila Mazzei , São Paulo - SP, 02308-170;;Google;OVER_QUERY_LIMIT;;;;127
2389;71;;TRAVESSA;NAO;JOSE CAVALLARO (INICIO A 61)   ;CHORA MENINO;02461-002;;UBS CHORA MENINO;-;0;0;Travessa Jose Cavallaro , 61 - Chora Menino , São Paulo - SP, 02461-002;4,28;435058;Tv Jose Cavallaro;Travessa Jose Cavallaro , 61 - Chora Menino , São Paulo - SP, 02461-002;;Google;OVER_QUERY_LIMIT;;;;61
2390;71;;TRAVESSA;NAO;JOSE JOAQUIM LAGOA (INICIO A 39)   ;CHORA MENINO;02461-013;;UBS CHORA MENINO;-;0;0;Travessa Jose Joaquim Lagoa , 39 - Chora Menino , São Paulo - SP, 02461-013;4,28;439789;Tv Jose Joaquim Lagoa;Travessa Jose Joaquim Lagoa , 39 - Chora Menino , São Paulo - SP, 02461-013;;Google;OVER_QUERY_LIMIT;;;;39
2391;84;;TRAVESSA;NAO;JOSE OSVALDO (INICIO A 110)  ;VILA GUSTAVO;02250-080;;UBS VL NIVI;-;0;0;Travessa Jose Osvaldo , 110 - Vila Gustavo , São Paulo - SP, 02250-080;2,93;111287;Tv Jose Osvaldo;Travessa Jose Osvaldo , 110 - Vila Gustavo , São Paulo - SP, 02250-080;;Google;OVER_QUERY_LIMIT;;;;110
2392;51;;TRAVESSA;NAO;JOSE PEDRO GOMES (INICIO A 82)   ;HORTO FLORESTAL;02378-210;;UBS HORTO FLORESTAL;-;0;0;Travessa Jose Pedro Gomes , 82 - Horto Florestal , São Paulo - SP, 02378-210;8,15;282170;Tv Jose Pedro Gomes;Travessa Jose Pedro Gomes , 82 - Horto Florestal , São Paulo - SP, 02378-210;;Google;OVER_QUERY_LIMIT;;;;82
2393;71;;TRAVESSA;NAO;JOSE PEIRO (INICIO A 37)   ;SANTA TERESINHA;02466-122;;UBS CHORA MENINO;-;0;0;Travessa Jose Peiro , 37 - Santa Teresinha , São Paulo - SP, 02466-122;4,28;717347;Tv Jose Peiro;Travessa Jose Peiro , 37 - Santa Teresinha , São Paulo - SP, 02466-122;;Google;OVER_QUERY_LIMIT;;;;37
2394;84;;TRAVESSA;NAO;JOSE RAFAEL POCATERRA  (INICIO A 54)   ;VILA CONSTANCIA;02256-170;;UBS VL NIVI;-;0;0;Travessa Jose Rafael Pocaterra , 54 - Vila Constancia , São Paulo - SP, 02256-170;2,93;437760;Tv Jose Rafael Pocaterra;Travessa Jose Rafael Pocaterra , 54 - Vila Constancia , São Paulo - SP, 02256-170;;Google;OVER_QUERY_LIMIT;;;;54
2395;71;;TRAVESSA;NAO;JOSE SANCHO  (INICIO A 56)   ;SANTA TERESINHA;02451-045;;UBS CHORA MENINO;-;0;0;Travessa Jose Sancho , 56 - Santa Teresinha , São Paulo - SP, 02451-045;4,28;437280;Tv Jose Sancho;Travessa Jose Sancho , 56 - Santa Teresinha , São Paulo - SP, 02451-045;;Google;OVER_QUERY_LIMIT;;;;56
2396;84;;TRAVESSA;NAO;JUVENCIO DOS SANTOS  (INICIO A 118)  ;TUCURUVI;02242-090;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Travessa Juvencio Dos Santos , 118 - Tucuruvi , São Paulo - SP, 02242-090;2,93;732931;Tv Juvencio dos Santos;Travessa Juvencio Dos Santos , 118 - Tucuruvi , São Paulo - SP, 02242-090;;Google;OVER_QUERY_LIMIT;;;;118
2397;71;;TRAVESSA;NAO;KATIA DE SOUZA RODRIGUES (INICIO A 84)   ;SANTANA;02403-045;;UBS CHORA MENINO;-;0;0;Travessa Katia De Souza Rodrigues , 84 - Santana , São Paulo - SP, 02403-045;4,28;275859;Tv Katia de Souza Rodrigues;Travessa Katia De Souza Rodrigues , 84 - Santana , São Paulo - SP, 02403-045;;Google;OVER_QUERY_LIMIT;;;;84
2398;51;;TRAVESSA;NAO;KIRIBATI (INICIO A 35)   ;PARQUE MANDAQUI;02420-003;;UBS LAUZANE PAULISTA;-;0;0;Travessa Kiribati , 35 - Parque Mandaqui , São Paulo - SP, 02420-003;3,45;278602;Tv Kiribati;Travessa Kiribati , 35 - Parque Mandaqui , São Paulo - SP, 02420-003;;Google;OVER_QUERY_LIMIT;;;;35
2399;51;;TRAVESSA;NAO;LAGEDINHO  (INICIO A 230)  ;VILA SANTOS;02637-080;;UBS HORTO FLORESTAL;-;0;0;Travessa Lagedinho , 230 - Vila Santos , São Paulo - SP, 02637-080;8,15;355135;Tv Lagedinho;Travessa Lagedinho , 230 - Vila Santos , São Paulo - SP, 02637-080;;Google;OVER_QUERY_LIMIT;;;;230
2400;51;;TRAVESSA;NAO;LAGOA DOS GATOS  (DE 38 A 285)   ;VILA SANTOS;02637-060;;UBS HORTO FLORESTAL;-;0;0;Travessa Lagoa Dos Gatos , 285 - Vila Santos , São Paulo - SP, 02637-060;8,15;355143;Tv Lagoa dos Gatos;Travessa Lagoa Dos Gatos , 285 - Vila Santos , São Paulo - SP, 02637-060;;Google;OVER_QUERY_LIMIT;38;285;38;285
2401;84;;TRAVESSA;NAO;LENTINE  (INICIO A 77)   ;VILA CONSTANCIA;02256-190;;UBS VL NIVI;-;0;0;Travessa Lentine , 77 - Vila Constancia , São Paulo - SP, 02256-190;2,93;117234;Tv Lentine;Travessa Lentine , 77 - Vila Constancia , São Paulo - SP, 02256-190;;Google;OVER_QUERY_LIMIT;;;;77
2402;84;;TRAVESSA;NAO;LEONARDO FABI  (INICIO A 103)  ;VILA NIVI;02255-140;;UBS VL NIVI;-;0;0;Travessa Leonardo Fabi , 103 - Vila Nivi , São Paulo - SP, 02255-140;2,93;769177;Tv Leonardo Fabi;Travessa Leonardo Fabi , 103 - Vila Nivi , São Paulo - SP, 02255-140;;Google;OVER_QUERY_LIMIT;;;;103
2403;51;;TRAVESSA;NAO;LIDA BORELLI (INICIO A 91)   ;PARQUE MANDAQUI;02422-220;;UBS LAUZANE PAULISTA;-;0;0;Travessa Lida Borelli , 91 - Parque Mandaqui , São Paulo - SP, 02422-220;3,45;279919;Tv Lida Borelli;Travessa Lida Borelli , 91 - Parque Mandaqui , São Paulo - SP, 02422-220;;Google;OVER_QUERY_LIMIT;;;;91
2404;84;;TRAVESSA;NAO;LIERNA (INICIO A 22)   ;TUCURUVI;02342-200;;UBS CJ DO IPESP;-;0;0;Travessa Lierna , 22 - Tucuruvi , São Paulo - SP, 02342-200;3,58;688398;Tv Lierna;Travessa Lierna , 22 - Tucuruvi , São Paulo - SP, 02342-200;;Google;OVER_QUERY_LIMIT;;;;22
2405;71;;TRAVESSA;NAO;LIMOEIRO (INICIO A 63)   ;MANDAQUI;02407-004;;UBS CHORA MENINO;-;0;0;Travessa Limoeiro , 63 - Mandaqui , São Paulo - SP, 02407-004;4,28;277754;Tv Limoeiro;Travessa Limoeiro , 63 - Mandaqui , São Paulo - SP, 02407-004;;Google;OVER_QUERY_LIMIT;;;;63
2406;84;;TRAVESSA;NAO;LIRIAL (INICIO A 15)   ;VILA NIVI;02254-060;;UBS VL NIVI;-;0;0;Travessa Lirial , 15 - Vila Nivi , São Paulo - SP, 02254-060;2,93;436615;Tv Lirial;Travessa Lirial , 15 - Vila Nivi , São Paulo - SP, 02254-060;;Google;OVER_QUERY_LIMIT;;;;15
